source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0010962,regulation of glucan biosynthetic process,4.352830016446906e-05,True,"""Any process that modulates the rate, frequency, or extent of glucan biosynthesis. Glucan biosynthetic processes are the chemical reactions and pathways resulting in the formation of glucans, polysaccharides consisting only of glucose residues."" [GOC:dph, GOC:tb]",28,107,4,21026,0.037383177570093455,0.14285714285714285,query_1,"['GO:0009250', 'GO:0032885']"
GO:BP,GO:0010592,positive regulation of lamellipodium assembly,4.352830016446906e-05,True,"""Any process that increases the rate, frequency or extent of the formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell."" [GOC:dph, GOC:tb]",28,107,4,21026,0.037383177570093455,0.14285714285714285,query_1,"['GO:0010591', 'GO:0030032', 'GO:0120034', 'GO:1902745']"
GO:BP,GO:1900017,positive regulation of cytokine production involved in inflammatory response,4.352830016446906e-05,True,"""Any process that activates or increases the frequency, rate or extent of cytokine production involved in inflammatory response."" [GOC:TermGenie]",28,107,4,21026,0.037383177570093455,0.14285714285714285,query_1,"['GO:0001819', 'GO:0002534', 'GO:1900015']"
GO:BP,GO:0005979,regulation of glycogen biosynthetic process,4.352830016446906e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of glycogen."" [GOC:go_curators]",28,107,4,21026,0.037383177570093455,0.14285714285714285,query_1,"['GO:0005978', 'GO:0010962', 'GO:0070873']"
GO:BP,GO:0033688,regulation of osteoblast proliferation,4.352830016446906e-05,True,"""Any process that modulates the frequency, rate or extent of osteoblast proliferation."" [GOC:mah]",28,107,4,21026,0.037383177570093455,0.14285714285714285,query_1,"['GO:0033687', 'GO:0042127']"
GO:BP,GO:1901798,positive regulation of signal transduction by p53 class mediator,4.352830016446906e-05,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction by p53 class mediator."" [GOC:TermGenie]",28,107,4,21026,0.037383177570093455,0.14285714285714285,query_1,"['GO:0072331', 'GO:1901796', 'GO:1902533']"
GO:BP,GO:0050995,negative regulation of lipid catabolic process,4.352830016446906e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of lipids."" [GOC:ai]",28,107,4,21026,0.037383177570093455,0.14285714285714285,query_1,"['GO:0009895', 'GO:0016042', 'GO:0045833', 'GO:0050994']"
KEGG,KEGG:01523,Antifolate resistance,4.4106943984004226e-05,True,Antifolate resistance,30,104,5,8484,0.04807692307692308,0.16666666666666666,query_1,['KEGG:00000']
REAC,REAC:R-HSA-9705683,SARS-CoV-2-host interactions,4.4274478883819355e-05,True,SARS-CoV-2-host interactions,197,102,10,11004,0.09803921568627451,0.050761421319796954,query_1,['REAC:R-HSA-9694516']
GO:BP,GO:0090276,regulation of peptide hormone secretion,4.4599408855962945e-05,True,"""Any process that modulates the rate, frequency, or extent of the regulated release of a peptide hormone from secretory granules."" [GOC:tb]",210,107,8,21026,0.07476635514018691,0.0380952380952381,query_1,"['GO:0002791', 'GO:0030072', 'GO:0046883']"
GO:BP,GO:0071346,cellular response to type II interferon,4.482216427611474e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon gamma is the only member of the type II interferon found so far."" [GOC:mah]",100,107,6,21026,0.056074766355140186,0.06,query_1,"['GO:0034341', 'GO:0071345']"
GO:BP,GO:0071229,cellular response to acid chemical,4.482216427611474e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of the dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:mah, Wikipedia:Acid]",100,107,6,21026,0.056074766355140186,0.06,query_1,"['GO:0001101', 'GO:0070887']"
GO:BP,GO:0008593,regulation of Notch signaling pathway,4.482216427611474e-05,True,"""Any process that modulates the frequency, rate or extent of the Notch signaling pathway."" [GOC:go_curators]",100,107,6,21026,0.056074766355140186,0.06,query_1,"['GO:0007219', 'GO:0009966']"
GO:BP,GO:0032635,interleukin-6 production,4.6901789087782946e-05,True,"""The appearance of interleukin-6 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",152,107,7,21026,0.06542056074766354,0.046052631578947366,query_1,['GO:0001816']
GO:BP,GO:0016331,morphogenesis of embryonic epithelium,4.6901789087782946e-05,True,"""The process in which the anatomical structures of embryonic epithelia are generated and organized."" [GOC:jl]",152,107,7,21026,0.06542056074766354,0.046052631578947366,query_1,"['GO:0002009', 'GO:0048598']"
GO:BP,GO:0032675,regulation of interleukin-6 production,4.6901789087782946e-05,True,"""Any process that modulates the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]",152,107,7,21026,0.06542056074766354,0.046052631578947366,query_1,"['GO:0001817', 'GO:0032635']"
GO:BP,GO:0008584,male gonad development,4.6901789087782946e-05,True,"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]",152,107,7,21026,0.06542056074766354,0.046052631578947366,query_1,"['GO:0008406', 'GO:0046546']"
KEGG,KEGG:04022,cGMP-PKG signaling pathway,4.72660705082718e-05,True,cGMP-PKG signaling pathway,164,104,10,8484,0.09615384615384616,0.06097560975609756,query_1,['KEGG:00000']
GO:BP,GO:0031032,actomyosin structure organization,4.7505168162510115e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]",212,107,8,21026,0.07476635514018691,0.03773584905660377,query_1,['GO:0030036']
GO:BP,GO:0003002,regionalization,4.7878948011644865e-05,True,"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]",433,107,11,21026,0.102803738317757,0.025404157043879907,query_1,['GO:0007389']
REAC,REAC:R-HSA-5674499,Negative feedback regulation of MAPK pathway,4.815968769573784e-05,True,Negative feedback regulation of MAPK pathway,6,102,3,11004,0.029411764705882353,0.5,query_1,['REAC:R-HSA-5675221']
REAC,REAC:R-HSA-5655862,Translesion synthesis by POLK,4.815968769573784e-05,True,Translesion synthesis by POLK,17,102,4,11004,0.0392156862745098,0.23529411764705882,query_1,['REAC:R-HSA-110313']
REAC,REAC:R-HSA-3656534,Loss of Function of TGFBR1 in Cancer,4.815968769573784e-05,True,Loss of Function of TGFBR1 in Cancer,6,102,3,11004,0.029411764705882353,0.5,query_1,['REAC:R-HSA-3304351']
REAC,REAC:R-HSA-5656121,Translesion synthesis by POLI,4.815968769573784e-05,True,Translesion synthesis by POLI,17,102,4,11004,0.0392156862745098,0.23529411764705882,query_1,['REAC:R-HSA-110313']
REAC,REAC:R-HSA-2428933,SHC-related events triggered by IGF1R,4.815968769573784e-05,True,SHC-related events triggered by IGF1R,6,102,3,11004,0.029411764705882353,0.5,query_1,['REAC:R-HSA-2428924']
REAC,REAC:R-HSA-9603381,Activated NTRK3 signals through PI3K,4.815968769573784e-05,True,Activated NTRK3 signals through PI3K,6,102,3,11004,0.029411764705882353,0.5,query_1,['REAC:R-HSA-9034015']
GO:BP,GO:0046546,development of primary male sexual characteristics,4.877536120308819e-05,True,"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]",153,107,7,21026,0.06542056074766354,0.0457516339869281,query_1,"['GO:0045137', 'GO:0046661']"
GO:BP,GO:0071331,cellular response to hexose stimulus,4.877536120308819e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hexose stimulus."" [GOC:mah]",153,107,7,21026,0.06542056074766354,0.0457516339869281,query_1,"['GO:0009746', 'GO:0071326']"
GO:BP,GO:0050729,positive regulation of inflammatory response,4.877536120308819e-05,True,"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]",153,107,7,21026,0.06542056074766354,0.0457516339869281,query_1,"['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']"
GO:BP,GO:0051216,cartilage development,4.894674304706133e-05,True,"""The process whose specific outcome is the progression of a cartilage element over time, from its formation to the mature structure. Cartilage elements are skeletal elements that consist of connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:cjm, PMID:23251424]",213,107,8,21026,0.07476635514018691,0.03755868544600939,query_1,"['GO:0001501', 'GO:0048513', 'GO:0061448']"
GO:BP,GO:0002791,regulation of peptide secretion,4.894674304706133e-05,True,"""Any process that modulates the frequency, rate, or extent of peptide secretion."" [GOC:add]",213,107,8,21026,0.07476635514018691,0.03755868544600939,query_1,"['GO:0002790', 'GO:0051046', 'GO:0090087']"
GO:BP,GO:0007004,telomere maintenance via telomerase,4.944640117973626e-05,True,"""The maintenance of proper telomeric length by the addition of telomeric repeats by telomerase."" [GOC:elh]",60,107,5,21026,0.04672897196261682,0.08333333333333333,query_1,"['GO:0006278', 'GO:0010833']"
GO:BP,GO:0060420,regulation of heart growth,4.944640117973626e-05,True,"""Any process that modulates the rate or extent of heart growth. Heart growth is the increase in size or mass of the heart."" [GOC:dph, GOC:tb]",60,107,5,21026,0.04672897196261682,0.08333333333333333,query_1,"['GO:0046620', 'GO:0060419', 'GO:2000026']"
GO:BP,GO:0034250,positive regulation of amide metabolic process,4.955999193180606e-05,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving amides."" [GOC:mah]",29,107,4,21026,0.037383177570093455,0.13793103448275862,query_1,"['GO:0009893', 'GO:0034248', 'GO:0043603']"
GO:BP,GO:0060964,regulation of miRNA-mediated gene silencing,4.955999193180606e-05,True,"""A process that modulates the rate, frequency, or extent of the downregulation of gene expression through the action of microRNAs (miRNAs)."" [GOC:aruk, GOC:bc, GOC:dph, GOC:rl, GOC:tb, PMID:23985560, PMID:28379604]",29,107,4,21026,0.037383177570093455,0.13793103448275862,query_1,"['GO:0035195', 'GO:1900368']"
GO:BP,GO:0002066,columnar/cuboidal epithelial cell development,4.955999193180606e-05,True,"""The process whose specific outcome is the progression of a columnar/cuboidal epithelial cell over time, from its formation to the mature structure. A columnar/cuboidal epithelial cell is a cell usually found in a two dimensional sheet with a free surface. Columnar/cuboidal epithelial cells take on the shape of a column or cube."" [GOC:dph]",29,107,4,21026,0.037383177570093455,0.13793103448275862,query_1,"['GO:0002064', 'GO:0002065']"
GO:BP,GO:0010165,response to X-ray,4.955999193180606e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:sm, Wikipedia:X-ray]",29,107,4,21026,0.037383177570093455,0.13793103448275862,query_1,['GO:0010212']
GO:BP,GO:0030509,BMP signaling pathway,5.056746671001802e-05,True,"""The series of molecular signals initiated by the binding of a member of the BMP (bone morphogenetic protein) family to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, ISBN:0878932437, PMID:17428827]",154,107,7,21026,0.06542056074766354,0.045454545454545456,query_1,"['GO:0071773', 'GO:0141091']"
GO:BP,GO:0043436,oxoacid metabolic process,5.125474646259597e-05,True,"""The chemical reactions and pathways involving any oxoacid; an oxoacid is a compound which contains oxygen, at least one other element, and at least one hydrogen bound to oxygen, and which produces a conjugate base by loss of positive hydrogen ion(s) (hydrons)."" [Wikipedia:Oxyacid]",909,107,16,21026,0.14953271028037382,0.0176017601760176,query_1,['GO:0006082']
REAC,REAC:R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,5.1874385881726554e-05,True,APC/C-mediated degradation of cell cycle proteins,88,102,7,11004,0.06862745098039216,0.07954545454545454,query_1,['REAC:R-HSA-453276']
REAC,REAC:R-HSA-453276,Regulation of mitotic cell cycle,5.1874385881726554e-05,True,Regulation of mitotic cell cycle,88,102,7,11004,0.06862745098039216,0.07954545454545454,query_1,['REAC:R-HSA-69278']
GO:BP,GO:1903828,negative regulation of protein localization,5.20090126298122e-05,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]",215,107,8,21026,0.07476635514018691,0.037209302325581395,query_1,"['GO:0008104', 'GO:0032880', 'GO:0048523']"
GO:BP,GO:0090087,regulation of peptide transport,5.20090126298122e-05,True,"""Any process that modulates the frequency, rate or extent of the directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]",215,107,8,21026,0.07476635514018691,0.037209302325581395,query_1,"['GO:0015833', 'GO:0051049']"
GO:BP,GO:0032231,regulation of actin filament bundle assembly,5.2221443782769756e-05,True,"""Any process that modulates the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]",103,107,6,21026,0.056074766355140186,0.05825242718446602,query_1,"['GO:0044087', 'GO:0051017', 'GO:0110053']"
GO:BP,GO:0034446,substrate adhesion-dependent cell spreading,5.2221443782769756e-05,True,"""The morphogenetic process that results in flattening of a cell as a consequence of its adhesion to a substrate."" [GOC:mah, GOC:pf, PMID:17050732]",103,107,6,21026,0.056074766355140186,0.05825242718446602,query_1,['GO:0031589']
GO:BP,GO:0043279,response to alkaloid,5.2221443782769756e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alkaloid stimulus. Alkaloids are a large group of nitrogenous substances found in naturally in plants, many of which have extracts that are pharmacologically active."" [GOC:jl]",103,107,6,21026,0.056074766355140186,0.05825242718446602,query_1,['GO:1901698']
GO:BP,GO:0006260,DNA replication,5.225067286083e-05,True,"""The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."" [GOC:mah]",283,107,9,21026,0.08411214953271028,0.03180212014134275,query_1,['GO:0006259']
GO:BP,GO:0071326,cellular response to monosaccharide stimulus,5.244765066482776e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a monosaccharide stimulus."" [GOC:mah]",155,107,7,21026,0.06542056074766354,0.04516129032258064,query_1,"['GO:0034284', 'GO:0071322']"
GO:BP,GO:1902808,positive regulation of cell cycle G1/S phase transition,5.312502704290078e-05,True,"""Any signaling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]",61,107,5,21026,0.04672897196261682,0.08196721311475409,query_1,"['GO:0044843', 'GO:1901989', 'GO:1902806']"
GO:BP,GO:0038129,ERBB3 signaling pathway,5.3797669460564994e-05,True,"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor ERBB3 on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription. ERBB3 receptors have impaired kinase activity and rely on the kinase activity of the heterodimer partner for activation and signal transmission."" [GOC:jc, PMID:16460914]",10,107,3,21026,0.028037383177570093,0.3,query_1,['GO:0038127']
GO:BP,GO:1903799,negative regulation of miRNA processing,5.3797669460564994e-05,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of microRNA processing."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]",10,107,3,21026,0.028037383177570093,0.3,query_1,"['GO:0010629', 'GO:0035196', 'GO:0060965', 'GO:1903798']"
GO:BP,GO:0010713,negative regulation of collagen metabolic process,5.3797669460564994e-05,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]",10,107,3,21026,0.028037383177570093,0.3,query_1,"['GO:0009892', 'GO:0010712', 'GO:0032963']"
GO:BP,GO:1903242,regulation of cardiac muscle hypertrophy in response to stress,5.3797669460564994e-05,True,"""Any process that modulates the frequency, rate or extent of cardiac muscle hypertrophy in response to stress."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:19287093]",10,107,3,21026,0.028037383177570093,0.3,query_1,"['GO:0010611', 'GO:0010612', 'GO:0014898', 'GO:0080134']"
GO:BP,GO:0071803,positive regulation of podosome assembly,5.3797669460564994e-05,True,"""Any process that activates or increases the rate or extent of podosome assembly."" [GOC:mah, GOC:sl]",10,107,3,21026,0.028037383177570093,0.3,query_1,"['GO:0031334', 'GO:0071800', 'GO:0071801', 'GO:1902117']"
GO:BP,GO:0010612,regulation of cardiac muscle adaptation,5.3797669460564994e-05,True,"""Any process that modulates the rate, extent or frequency of the process in which cardiac muscle adapts, with consequent modifications to structural and/or functional phenotypes, in response to a stimulus. Stimuli include contractile activity, loading conditions, substrate supply, and environmental factors."" [GOC:dph, GOC:tb]",10,107,3,21026,0.028037383177570093,0.3,query_1,"['GO:0014887', 'GO:0043502']"
GO:BP,GO:0007043,cell-cell junction assembly,5.43829297950964e-05,True,"""The aggregation, arrangement and bonding together of a set of components to form a junction between cells."" [GOC:ai]",156,107,7,21026,0.06542056074766354,0.04487179487179487,query_1,"['GO:0034329', 'GO:0045216']"
GO:BP,GO:0051099,positive regulation of binding,5.473631993473614e-05,True,"""Any process that activates or increases the rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]",104,107,6,21026,0.056074766355140186,0.057692307692307696,query_1,"['GO:0044093', 'GO:0051098']"
GO:BP,GO:0032963,collagen metabolic process,5.473631993473614e-05,True,"""The chemical reactions and pathways involving collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."" [GOC:mah, ISBN:0198506732]",104,107,6,21026,0.056074766355140186,0.057692307692307696,query_1,['GO:0008152']
GO:BP,GO:0006082,organic acid metabolic process,5.4893653854229404e-05,True,"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",915,107,16,21026,0.14953271028037382,0.017486338797814208,query_1,['GO:0044281']
GO:BP,GO:0002819,regulation of adaptive immune response,5.496068725743327e-05,True,"""Any process that modulates the frequency, rate, or extent of an adaptive immune response."" [GOC:add]",217,107,8,21026,0.07476635514018691,0.03686635944700461,query_1,"['GO:0002250', 'GO:0050776']"
GO:BP,GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,5.5986472787216585e-05,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway in response to DNA damage."" [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:15314165]",30,107,4,21026,0.037383177570093455,0.13333333333333333,query_1,"['GO:0008630', 'GO:1902229', 'GO:2001243']"
GO:BP,GO:1900368,regulation of post-transcriptional gene silencing by regulatory ncRNA,5.5986472787216585e-05,True,"""Any process that modulates the frequency, rate or extent of post-transcriptional gene silencing by a non-coding RNA."" [GOC:kmv, GOC:TermGenie, PMID:22412382]",30,107,4,21026,0.037383177570093455,0.13333333333333333,query_1,"['GO:0035194', 'GO:0060147', 'GO:0060966']"
GO:BP,GO:0010039,response to iron ion,5.5986472787216585e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron ion stimulus."" [GOC:sm]",30,107,4,21026,0.037383177570093455,0.13333333333333333,query_1,['GO:0010038']
GO:BP,GO:0045672,positive regulation of osteoclast differentiation,5.5986472787216585e-05,True,"""Any process that activates or increases the frequency, rate or extent of osteoclast differentiation."" [GOC:go_curators]",30,107,4,21026,0.037383177570093455,0.13333333333333333,query_1,"['GO:0002763', 'GO:0030316', 'GO:0045670']"
GO:BP,GO:0032233,positive regulation of actin filament bundle assembly,5.680607114200808e-05,True,"""Any process that activates or increases the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]",62,107,5,21026,0.04672897196261682,0.08064516129032258,query_1,"['GO:0032231', 'GO:0044089', 'GO:0051017', 'GO:0051495', 'GO:1902905']"
GO:BP,GO:2000179,positive regulation of neural precursor cell proliferation,5.680607114200808e-05,True,"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]",62,107,5,21026,0.04672897196261682,0.08064516129032258,query_1,"['GO:0008284', 'GO:0061351', 'GO:2000177']"
GO:BP,GO:0042733,embryonic digit morphogenesis,5.680607114200808e-05,True,"""The process, occurring in the embryo, by which the anatomical structures of the digit are generated and organized. A digit is one of the terminal divisions of an appendage, such as a finger or toe."" [GOC:bf, GOC:jl, UBERON:0002544]",62,107,5,21026,0.04672897196261682,0.08064516129032258,query_1,"['GO:0030326', 'GO:0048598']"
GO:BP,GO:0006611,protein export from nucleus,5.680607114200808e-05,True,"""The directed movement of a protein from the nucleus into the cytoplasm."" [GOC:jl]",62,107,5,21026,0.04672897196261682,0.08064516129032258,query_1,"['GO:0006886', 'GO:0051168']"
GO:BP,GO:0006281,DNA repair,5.8104779641316226e-05,True,"""The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [PMID:11563486]",621,107,13,21026,0.12149532710280374,0.020933977455716585,query_1,"['GO:0006259', 'GO:0006974']"
REAC,REAC:R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,5.8680645612970644e-05,True,Aberrant regulation of mitotic cell cycle due to RB1 defects,36,102,5,11004,0.049019607843137254,0.1388888888888889,query_1,['REAC:R-HSA-9675126']
GO:BP,GO:0015833,peptide transport,5.909366473971548e-05,True,"""The directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",288,107,9,21026,0.08411214953271028,0.03125,query_1,['GO:0042886']
GO:BP,GO:0060348,bone development,6.023122743872603e-05,True,"""The process whose specific outcome is the progression of bone over time, from its formation to the mature structure. Bone is the hard skeletal connective tissue consisting of both mineral and cellular components."" [GOC:dph]",220,107,8,21026,0.07476635514018691,0.03636363636363636,query_1,"['GO:0001501', 'GO:0048513']"
REAC,REAC:R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,6.062489968772081e-05,True,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,18,102,4,11004,0.0392156862745098,0.2222222222222222,query_1,['REAC:R-HSA-6791312']
GO:BP,GO:0022411,cellular component disassembly,6.110800395674141e-05,True,"""A cellular process that results in the breakdown of a cellular component."" [GOC:isa_complete]",446,107,11,21026,0.102803738317757,0.02466367713004484,query_1,['GO:0016043']
GO:BP,GO:0006278,RNA-templated DNA biosynthetic process,6.124573215292009e-05,True,"""A DNA biosynthetic process that uses RNA as a template for RNA-dependent DNA polymerases (e.g. reverse transcriptase) that synthesize the new strand."" [GOC:mah, ISBN:0198506732]",63,107,5,21026,0.04672897196261682,0.07936507936507936,query_1,['GO:0071897']
REAC,REAC:R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,6.310165737410582e-05,True,TP53 Regulates Transcription of DNA Repair Genes,61,102,6,11004,0.058823529411764705,0.09836065573770492,query_1,['REAC:R-HSA-3700989']
GO:BP,GO:1904994,regulation of leukocyte adhesion to vascular endothelial cell,6.329316134575894e-05,True,"""Any process that modulates the frequency, rate or extent of leukocyte adhesion to vascular endothelial cell."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:23897866]",31,107,4,21026,0.037383177570093455,0.12903225806451613,query_1,"['GO:0061756', 'GO:1903037']"
GO:BP,GO:0150117,positive regulation of cell-substrate junction organization,6.329316134575894e-05,True,"""Any process that activates or increases the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]",31,107,4,21026,0.037383177570093455,0.12903225806451613,query_1,"['GO:0051130', 'GO:0150115', 'GO:0150116']"
GO:BP,GO:0060147,regulation of post-transcriptional gene silencing,6.329316134575894e-05,True,"""Any process that modulates the frequency, rate or extent of the inactivation of gene expression by a posttranscriptional mechanism."" [GOC:dph]",31,107,4,21026,0.037383177570093455,0.12903225806451613,query_1,"['GO:0010468', 'GO:0016441']"
GO:BP,GO:0051017,actin filament bundle assembly,6.329316134575894e-05,True,"""The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness."" [GOC:ai]",160,107,7,21026,0.06542056074766354,0.04375,query_1,"['GO:0022607', 'GO:0061572']"
GO:BP,GO:1901889,negative regulation of cell junction assembly,6.329316134575894e-05,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]",31,107,4,21026,0.037383177570093455,0.12903225806451613,query_1,"['GO:0034329', 'GO:0051129', 'GO:1901888']"
GO:BP,GO:1903846,positive regulation of cellular response to transforming growth factor beta stimulus,6.329316134575894e-05,True,"""Any process that activates or increases the frequency, rate or extent of cellular response to transforming growth factor beta stimulus."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]",31,107,4,21026,0.037383177570093455,0.12903225806451613,query_1,"['GO:0048584', 'GO:0071560', 'GO:1903844']"
GO:BP,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,6.329316134575894e-05,True,"""Any process that activates or increases the frequency, rate or extent of TGF-beta receptor signaling pathway activity."" [GOC:go_curators]",31,107,4,21026,0.037383177570093455,0.12903225806451613,query_1,"['GO:0007179', 'GO:0017015', 'GO:0090100', 'GO:1903846']"
GO:BP,GO:0071634,regulation of transforming growth factor beta production,6.329316134575894e-05,True,"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta."" [GOC:mah]",31,107,4,21026,0.037383177570093455,0.12903225806451613,query_1,"['GO:0001817', 'GO:0071604']"
GO:BP,GO:0042100,B cell proliferation,6.334928477560833e-05,True,"""The expansion of a B cell population by cell division. Follows B cell activation."" [GOC:jl]",107,107,6,21026,0.056074766355140186,0.056074766355140186,query_1,"['GO:0042113', 'GO:0046651']"
GO:BP,GO:0030029,actin filament-based process,6.515237888142577e-05,True,"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]",825,107,15,21026,0.14018691588785046,0.01818181818181818,query_1,['GO:0009987']
GO:BP,GO:0001818,negative regulation of cytokine production,6.528166112236165e-05,True,"""Any process that stops, prevents, or reduces the rate of production of a cytokine."" [GOC:add, ISBN:0781735149]",292,107,9,21026,0.08411214953271028,0.030821917808219176,query_1,"['GO:0001816', 'GO:0001817', 'GO:0010629', 'GO:0051241']"
